Index Keywords,Cited by,EID
Argument selection; Argumentation-based negotiation; Dynamic environments; Expected utility; Key parts; Reinforcement learning approach; Reinforcement learning models; Selection mechanism; Autonomous agents; Multi agent systems; Reinforcement learning,8,2-s2.0-84872838681
Biometric data; Biometric systems; Biometric template; Biometric traits; Cancellable biometric; IRIS data; Multibiometric recognition; Multibiometric systems; Privacy issue; Recognition systems; Information systems; Mathematical models; Biometrics,8,2-s2.0-84872864448
Arithmetic-Geometric mean; Backlogging; Closed form solutions; Complex derivative; Economic order quantity; Inventory; Operational research; Three-stage supply chain; Optimization; Supply chain management; Algebra,8,2-s2.0-84876366693
Blue shift; Brachiaria brizantha; Canopy reflectance spectra; Canopy spectrum; Continuum removal; Control plants; Diesel contamination; Field experiment; First derivative; Hydrocarbon leakage; Hyperspectral remote sensing; Leaf spectrum; Liquid hydrocarbons; Red edge; Red edge position; Red shift; Reflectance spectroscopy; Shorter wavelength; Spectral differences; Spectral measurement; Finite difference method; Gasoline; Hydrocarbons; Principal component analysis; Reflection; Remote sensing; Spectroscopy; Vegetation; Wavelength; Contamination; bioindicator; canopy reflectance; grass; hydrocarbon migration; leakage; pasture; pipeline; remote sensing; soil pollution; spectral reflectance; vegetation; Urochloa brizantha,8,2-s2.0-84874568847
Affine groups; Collaboration network; Collaboration patterns; Collaborative network; Parameterized; Scientific collaboration; Time evolutions; Time varying; Complex networks; Pattern recognition,8,2-s2.0-84873256926
Acceleration pattern; Accelerometer measurement; Best model; Classification approach; CLOP; Data set; Ensemble methods; Individual prediction; LogitBoost; Machine learning approaches; Multi-class; Recognition rates; Related works; Standard machines; Supervised classification; Supervised learning approaches; Times series; Tree-based; Accelerometers; Adaptive boosting; Forestry; Learning systems; Pattern recognition; Time series; Classification (of information); accelerometer; activity pattern; agricultural modeling; agricultural technology; artificial neural network; experimental study; image classification; pig; time series; Classification; Forestry; Information Retrieval,8,2-s2.0-84874450046
Clustering; Data mining techniques; False invoices; Fraud detection; Historical performance; Neural gas; Potential users; Bayesian networks; Clustering algorithms; Crime; Data mining; Decision trees; Forecasting; Taxation; Computer crime,8,2-s2.0-84872050981
Crop quality; Graphical visualization; Integer Linear Programming; Integer linear programming models; Management zones; Optimality; Precision Agriculture; Rectangular shapes; Site-specific management zones; Soil fertility; Soil property; Spatial variability of soil properties; Variable rate technology; Zoning method; Agriculture; Integer programming; Linear programming; Machinery; Zoning; crop production; experimental study; homogeneity; linearity; management practice; model validation; precision agriculture; soil fertility; visualization,8,2-s2.0-84873928743
Analytic hierarchic process; Enterprise resource planning (ERP); Fuzzy Methodology; Manufacturing resource; Material requirements planning; Multi-criteria; Multi-criteria model; Production process; Forestry; Information systems; Supply chains; Enterprise resource planning; Computer Programs; Forestry; Fuzzy Logic; Information Retrieval; Planning; Supply Chain Management,8,2-s2.0-84893518962
Analytical expressions; DC-DC power converter; Mathematical analysis; Mathematical expressions; Pulse width modulation converters; Quadratic interpolation; Second-order approximation; Zero voltage transition converters; Computer simulation; Soft switching; Power converters,8,2-s2.0-84874856329
Arbitrary switching; Closed-loop matrices; Common quadratic Lyapunov function; Control inputs; Feedback matrices; Feedback stabilizability; Generic properties; Lie Algebra; Stability condition; Sufficient conditions; Switching linear systems; Uniform global exponential stabilities; Algebra; Linear systems; Matrix algebra; Switching systems,8,2-s2.0-84874622377
Bench-mark problems; Chemical process; Closed-loop operation; Computational effort; Controlled variables; Controller algorithm; Hungarian algorithm; Large-scale process; Manipulated variables; Pareto-optimal sets; Plantwide control; Systematic methodology; Tuning parameter; Decentralized control; Genetic algorithms; Heuristic algorithms; Paper and pulp mills,8,2-s2.0-84874706799
Computational experiment; Cutting patterns; Cutting stock; Cutting stock problem; Heuristic procedures; One-dimensional cutting stock problem; Time horizons; Usable leftover; Heuristic methods; One dimensional; Integer programming,8,2-s2.0-84873843606
"Amino acid sequence; Biological process; Cellular components; Fluorescent protein; Functional annotation; Genetic information; Genetic modifications; Protein function prediction; Amino acids; Genes; Plants (botany); Transcription; Proteins; Embryophyta; vegetable protein; amino acid sequence; article; chemistry; classification; Embryophyta; genetics; linguistics; molecular genetics; physiology; plant gene; protein database; Amino Acid Sequence; Databases, Protein; Embryophyta; Genes, Plant; Molecular Sequence Annotation; Plant Proteins; Vocabulary, Controlled",8,2-s2.0-84874217020
"Class II; Epitope-based vaccination; Immunodominance; Pan-specific; Peptide binding; T-cell epitopes; Design; Epitopes; Forecasting; Immune system; Peptides; Vaccines; T-cells; epitope; HLA DR antigen; peptide; vaccine; allele; article; CD4+ T lymphocyte; chemistry; computer program; genetics; human; immunology; metabolism; Alleles; CD4-Positive T-Lymphocytes; Epitopes, T-Lymphocyte; HLA-DR Antigens; Humans; Immunodominant Epitopes; Peptides; Software; Vaccines",8,2-s2.0-84873599312
Hardware resources; Heterogeneous scenario; Mobile collaboration; Simulation methods; Tit-for-tat strategy; Mobile computing; Mobile devices; Hardware,8,2-s2.0-84872361549
"Abiotic stress; Arabidopsis; Differentially expressed gene; Expression dynamics; Genomic data; Glycine betaine; High throughput; High-throughput data; Higher plants; Identification and annotation; In-silico; Myo-inositol; Osmoprotectants; Short transcripts; Soybean genome; Super-serial analysis; Synteny; Text mining; Virtual chromosomes; Water deficits; Amino acids; Biochemistry; Data mining; Genes; Plants (botany); Throughput; Oilseeds; Arabidopsis; Embryophyta; Glycine max; Tracheophyta; article; cluster analysis; enzymology; expressed sequence tag; gene expression profiling; genetics; high throughput sequencing; osmotic pressure; physiological stress; plant gene; plant genome; plant seed; soybean; synteny; Cluster Analysis; Expressed Sequence Tags; Gene Expression Profiling; Genes, Plant; Genome, Plant; High-Throughput Nucleotide Sequencing; Osmotic Pressure; Seeds; Soybeans; Stress, Physiological; Synteny",8,2-s2.0-84872372965
Key performance indicators; KPIs; Logistics providers; Partner selection; Performance measurements; Virtual organisations; Benchmarking; Models; Software prototyping; Logistics,8,2-s2.0-84877328672
"protein; algorithm; article; biology; chemical structure; chemistry; computer program; methodology; standard; structural homology; Algorithms; Computational Biology; Models, Molecular; Proteins; Software; Structural Homology, Protein",8,2-s2.0-84871813016
"DNA; homoserine; bacterial protein; LuxI protein, Bacteria; LuxR autoinducer binding proteins; repressor protein; transactivator protein; transcription factor; article; bacterial colonization; Burkholderia; Burkholderia cepacia; Burkholderia mallei; Burkholderia pseudomallei; chromosome; cladistics; DNA DNA hybridization; multigene family; nonhuman; phenotype; phylogeny; Proteobacteria; quorum sensing; rhizosphere; animal; bacterial gene; Burkholderia; genetics; human; quorum sensing; Animalia; Burkholderia; Proteobacteria; Animals; Bacterial Proteins; Burkholderia; Genes, Bacterial; Humans; Quorum Sensing; Repressor Proteins; Trans-Activators; Transcription Factors",8,2-s2.0-84879940437
,8,2-s2.0-84892621703
Additive disturbance; Constrained linear systems; Control objectives; Control strategies; Fixed targets; Input variables; Local optimality; Restricted constraints; Robust tracking; Simulation tests; System output; Target point; Theoretical points; Zone controls; Controllers; Forecasting; Linear systems; Model predictive control; Predictive control systems; Target tracking,8,2-s2.0-84870453786
Echelle spectrograph; Exo-planets; G-CLEF; GMT; High dispersion; Radial velocity; Conceptual design; Fibers; Instruments; Optical design; Spectrographs; Velocity; Astronomy,8,2-s2.0-84871943267
Arbitrary surfaces; Control schemes; Experimental evidence; Force modulation; Force/torque sensor; Impedance control; Impedance controllers; Interaction controls; Interaction forces; Path tracking; Robot controls; Robot manipulator; Sensory fusion; Vision based; Vision based control; Flexible manipulators; Modular robots; Robot applications; Vision; Industrial robots,8,2-s2.0-84871796617
Galaxies:local group; Instrumentation: spectrographs; ISM: Kinematics and dynamics; Kinematics and dynamics; Spiral; Techniques: spectroscopic; Astronomy; Dynamics; Kinematics; Spectrographs; Instruments,8,2-s2.0-84871974535
"Automatic design; Binding conformations; Binding data; Biological interpretation; C4.5 algorithm; Data distribution; Decision-tree algorithm; Decision-tree induction; Drug candidates; Empirical analysis; Free energy of binding; Molecular docking; Molecular docking simulations; Mycobacterium tuberculosis; Predictive models; Rational drug designs; Target proteins; Algorithms; Bioinformatics; Decision trees; Design; Enzymes; Forecasting; Free energy; Molecular modeling; Trees (mathematics); Mycobacterium tuberculosis; bacterial protein; InhA protein, Mycobacterium; ligand; oxidoreductase; tuberculostatic agent; algorithm; article; biology; chemistry; conformation; decision tree; directed molecular evolution; drug design; entropy; enzymology; molecular docking; Mycobacterium tuberculosis; protein binding; Algorithms; Antitubercular Agents; Bacterial Proteins; Computational Biology; Decision Trees; Directed Molecular Evolution; Drug Design; Entropy; Ligands; Molecular Conformation; Molecular Docking Simulation; Mycobacterium tuberculosis; Oxidoreductases; Protein Binding",8,2-s2.0-84869219128
Analytical results; Biped Robot; Control approach; Dynamics equation; Forward and inverse kinematics; Frontal planes; Gravity compensation; Human gait; Humanoid robot; Kinematics and dynamics; Lagrangian dynamics; Matlab toolboxes; Numerical example; PD control; SimMechanics; SolidWorks; Walking gait; Anthropomorphic robots; Control; Inverse kinematics; Lagrange multipliers; Mathematical models; MATLAB; Dynamics,8,2-s2.0-84870416992
ASPEN PLUS; Bio-ethanol production; Central composite designs; Computational simulation; Control loop; Distillation process; Equipment configuration; Ethanol loss; Experimental data; Fusel oil; Low consumption; Minor components; Operational conditions; Optimal conditions; Sequential quadratic programming; Simulation approach; Sugar mills; Wine composition; Bioethanol; Distillation; Energy utilization; Industrial plants; Optimization; Sugar factories; Wine; Ethanol,8,2-s2.0-84864396867
Bibliographic citation; Controlled conditions; Digital library collections; Name disambiguation; Realistic scenario; Synthetic generator; Artificial intelligence; Software engineering; Digital libraries,8,2-s2.0-84861613741
Disturbance rejection problem; Geometric approaches; Mechanical systems; Thermal systems; Electrical engineering; Control theory,8,2-s2.0-84878393995
"Bounded disturbances; Control laws; Convergence analysis; Finite time; Finite time observers; Motor velocity; Output feedback; PD controllers; Proportional-derivative controllers; Second-order sliding-mode observer; Separation principle; Time varying; Trajectory-tracking problems; Unknown bounded perturbation; Closed loop systems; DC motors; Servomechanisms; Variable structure control; Lyapunov methods; algorithm; article; computer simulation; feedback system; statistical model; transducer; Algorithms; Computer Simulation; Feedback; Models, Statistical; Transducers",8,2-s2.0-84866350283
Differential Evolution; Optimum synthesis; Path generation; Spherical geodesic; Spherical mechanisms; Evolutionary algorithms; Optimization; Spheres,8,2-s2.0-84865701969
Bagging; Classification models; Fraud detection; Predictive performance; Probabilistic network; Bayesian networks; Computer crime; Crime; Statistical methods; Classification (of information),8,2-s2.0-84861812802
Argentina; Artificial neural network approach; Bivariate models; Data collection; Ecological systems; Environmental conditions; Explanatory variables; Generalization performance; High potential; Hydrothermal-time; Input variables; Input/output datum; Invasive weed; Modeling approach; Non-linear regression; Non-linear relationships; Output variables; Predictive capabilities; Seedling emergence; Semi-arid region; Test sets; Univariate models; Weed management; Wild oat; Arid regions; Decision support systems; Forecasting; Neural networks; Linear regression; artificial neural network; data acquisition; decision support system; environmental conditions; grass; hydrothermal system; invasive species; model test; numerical model; precipitation (climatology); prediction; regression analysis; seedling emergence; semiarid region; weed; weed control; Avena; Avena fatua,8,2-s2.0-84864794527
Coupling effect; Dynamic network topology; Location information; Location-aware; multipath; Multipath video; Node-disjoint; Potential solutions; QoS (quality of service); Short-path; Single path; VANETs; Vehicular networks; Video contents; Electric network topology; Multipath propagation; Quality of service; Vehicular ad hoc networks; Video streaming,8,2-s2.0-84866608825
Automatic classification; Cross site scripting; Dynamic website; HTML tags; Hyperlinks; Machine learning techniques; Malicious codes; Scripting languages; Security risks; WEB application; Web application security; Web document; Hypertext systems; Learning systems; Websites,8,2-s2.0-84866599219
Axisymmetric; Bond failure; Bond slips; Concrete-steel interfaces; Finite Element; Interface parameters; Macroscopic cracks; Nonlocal; Plasticity model; Pull-out failure; Splitting cracks; Degradation; Fracture; Plasticity; Reinforced concrete,8,2-s2.0-84863808054
"Arabidopsis; Arabidopsis thaliana; algorithm; Arabidopsis; article; artificial intelligence; biological model; gene; gene expression; gene expression profiling; genetics; methodology; physiology; plant genome; statistical analysis; Algorithms; Arabidopsis; Artificial Intelligence; Data Interpretation, Statistical; Gene Expression; Gene Expression Profiling; Genes; Genome, Plant; Models, Genetic",8,2-s2.0-84865569505
,8,2-s2.0-84865469742
Adjustment model; Air fuel ratios; CBr; Closed loops; Control loop; Hybrid intelligent control; Loop control; Multi objective; Online correction; Production index; Roasting process; Setpoints; Shaft furnace roasting process; Shaft furnaces; Calcination; Intelligent control; Optimization; Multiobjective optimization,8,2-s2.0-84863782865
Adaptive neural networks; Adaptive technique; Compensation control; Control performance; Inverse controllers; Non-linear controllers; Proportional integral; Steady state errors; Controllers; Learning algorithms; Linear control systems; Neural networks,8,2-s2.0-84878437845
Computational theories; Computing with words and perceptions; Degree of complexity; Granular Linguistic Model of a Phenomenon; Human expert; Linguistic descriptions; Linguistic models; Natural languages; Personal experience; Personal use; Knowledge representation; Linguistics; Ontology; Soft computing; Technology transfer; Natural language processing systems,8,2-s2.0-84859218226
"bHLH; Collective motions; Comparative modeling; Molecular dynamics simulations; Twist1; Molecular dynamics; Monomers; Transcription factors; Dimers; basic helix loop helix transcription factor; helix loop helix protein; nuclear protein; transcription factor Twist; TWIST1 protein, human; acrocephalosyndactyly; amino acid sequence; amino acid substitution; article; chemical model; chemistry; computer simulation; female; genetics; human; metabolism; molecular dynamics; molecular genetics; mutation; protein multimerization; protein secondary structure; Acrocephalosyndactylia; Amino Acid Sequence; Amino Acid Substitution; Basic Helix-Loop-Helix Transcription Factors; Computer Simulation; Female; Helix-Loop-Helix Motifs; Humans; Models, Chemical; Molecular Dynamics Simulation; Molecular Sequence Data; Mutation; Nuclear Proteins; Protein Multimerization; Protein Structure, Secondary; Twist Transcription Factor",8,2-s2.0-84864270617
"cation; cobalt; iron; macrocyclic compound; nickel; nitrogen; oxygen; palladium; rhodium; ruthenium; article; binding kinetics; chemical binding; chemical bond; complex formation; conformation; crystal structure; density functional theory; energy; ligand binding; mathematical analysis; phase transition; priority journal; Coordination Complexes; Ions; Ligands; Macrocyclic Compounds; Models, Molecular; Transition Elements",8,2-s2.0-84864654095
Fidelity; Information control net; Knowledge mining; Organizational process; Probabilistic language; Workflow analysis; Algorithms; Information systems; Recursive functions; Semantics; Stochastic systems; Stochastic models,8,2-s2.0-84859156630
ClIFFORD; Combinatorial problem; Finite set; Following problem; Intersection problem; Open problems; Positive integers; Approximation algorithms; Set theory,8,2-s2.0-84859553163
Commercial settings; Design/methodology/approach; Holographic model; Hong-kong; Identification and evaluation; Management practices; Potential risks; Research limitations; Risk management models; Theoretical models; Research; Risk perception; Textile industry; Textile processing; Risk management,8,2-s2.0-84861897035
Closed orbits; Domain of attraction; Energy functions; Equilibrium point; Invariant set; Limit sets; Quasi-periodic solution; Stability boundaries; Stability regions; Technical notes; Chaos theory; Characterization; Nonlinear dynamical systems; Nonlinear systems; Stability,8,2-s2.0-84861728830
Data-communication; End-points; Heterogeneous sensor networks; Heterogeneous wireless sensor networks; Network topology; Sink nodes; Small world concept; Small world networks; Small worlds; Convolutional codes; Electric network topology; Sensor nodes,8,2-s2.0-84864135574
High-performance design; Mesh optimization; Non-uniform mesh; Power reductions; Process Variation; Robust designs; Short-circuit power; Total wire length; Iterative methods; Optimization; Clocks,8,2-s2.0-84872318080
Actuator fault; Algebraic expression; Differentiators; Fault detection and isolation; Fault signal; High order differentiator; High order sliding mode; High-order; High-order derivative; Robust fault diagnosis; Sensor fault; Sliding modes; State equations; State vector; Structural condition; System output; Unknown input observer; Unknown inputs; Estimation; Fault detection; Linear systems; Robust control; Observability,8,2-s2.0-84862101928
Basic research; Clinical application; Computing; Computing applications; Human genomes; Informatics; Medical informatics; Nanoinformatics; Nanoscience and nanotechnologies; New devices; Research and development; Research topics; Bioinformatics; Diagnosis; Information science; Nanoscience; Nanotechnology; Research; Medical nanotechnology,8,2-s2.0-84864573115
Functionals; Ill posed problem; Level Set method; Piecewise constant; regularization; Inverse problems; Problem solving,8,2-s2.0-84861606907
Galerkin method; hydrogen; liquefied natural gas; porous medium; radioactive waste; repository; two phase flow,8,2-s2.0-84860558410
Field-based approach; Limit surface; Local minimums; Low speed; Planning algorithms; Priori knowledge; Sliding modes; Trap avoidances; Collision avoidance; Motion planning; Robot programming; Robotics; Algorithms,8,2-s2.0-84859430337
Confidence factors; Machine-learning; Minimum description length; Spam filter; Text categorization; Active filters; Information theory; Internet; Text processing; Electronic mail,8,2-s2.0-84856976954
"Artifact; Central nervous systems; cortex; Electrical stimulations; In-vivo; Microstimulation; Microstimulators; Motor disability; Nervous tissues; Neural functions; Parasitic current; suppression; Tactile sensation; Writing information; Tissue; Well stimulation; analog digital converter; animal; arm; article; artifact; brain cortex; computer program; electrode; electromyography; electronics; electrostimulation; equipment design; innervation; instrumentation; Internet; Macaca mulatta; movement (physiology); nanotechnology; nervous tissue; physiology; Analog-Digital Conversion; Animals; Arm; Artifacts; Cerebral Cortex; Electric Stimulation; Electrodes, Implanted; Electromyography; Electronics; Equipment Design; Internet; Macaca mulatta; Movement; Nanotechnology; Nerve Tissue; Software",8,2-s2.0-84861493054
"Contig order; Contigs; DNA Sequencing; Genome assembly; Genome comparison; Genome sequences; Inversion; Linear-time algorithms; Prokaryotes; Prokaryotic genomes; Sequence patterns; Web servers; Clustering algorithms; Cryptography; DNA sequences; Genes; Genetic engineering; Image matching; Microorganisms; Scaffolds; Prokaryota; algorithm; article; biology; chromosome map; computer program; DNA sequence; genome; genomics; methodology; prokaryotic cell; Algorithms; Chromosome Mapping; Computational Biology; Genome; Genomics; Prokaryotic Cells; Sequence Analysis, DNA; Software",8,2-s2.0-84860822085
3 hydroxyflavone; antileishmanial agent; antitrypanosomal agent; dendrimer; hydroxymethylnitrofurazone; inositol; malic acid; nitrofural; prodrug; quercetin; unclassified drug; article; Chagas disease; drug design; drug structure; leishmaniasis; molecular model; priority journal; Dendrimers; Flavonoids; Inositol; Malates; Molecular Dynamics Simulation; Nitrofurazone; Prodrugs; Quercetin; Static Electricity; Thermodynamics; Trypanocidal Agents,8,2-s2.0-84861227611
bacterial enzyme; fatty acid; InhA enzyme; isoniazid; pentacyano(isoniazid)ferrate; reduced nicotinamide adenine dinucleotide; tryptophan; tuberculostatic agent; unclassified drug; article; bacterial cell wall; biosynthesis; complex formation; computer graphics; conformational transition; drug design; drug targeting; enzyme structure; fluorescence spectroscopy; molecular dynamics; molecular interaction; Mycobacterium tuberculosis; nonhuman; priority journal; tuberculosis; Antitubercular Agents; Bacterial Proteins; Catalase; Catalytic Domain; Drug Design; Ferrous Compounds; Isoniazid; Kinetics; Molecular Dynamics Simulation; Mycobacterium tuberculosis; Oxidoreductases; Protein Binding; Protein Conformation; Mycobacterium tuberculosis,8,2-s2.0-84861226790
Accuracy level; Benchmark database; Experimental analysis; Fitness functions; Hybrid methodologies; Input features; Machine-learning; Modified genetic algorithms; Perceptron; Performance metrics; Software development cost estimation; Software development costs; Software project; Benchmarking; Cybernetics; Estimation; Feature extraction; Genetic algorithms; Optimization; Pattern recognition systems; Steepest descent method; Software design,8,2-s2.0-84856544889
AC machine; air gaps; Electromagnetic forces; Rotating machine; vibrations; Electric machinery; Electric windings; Electromagnetic fields; Finite element method; Gas generators; Harmonic analysis; Magnetic fields; Stators; Synchronous machinery; Vibration measurement; Winding; Electromagnetic field effects,8,2-s2.0-84857024596
Construction building; Decantation; Domestic sewage; Membrane separation process; Reuse; Reuse water; Seed germination; Soil recovery; Cultivation; Filtration; Irrigation; Membranes; Sewage; Soils; Wastewater treatment; Water conservation,8,2-s2.0-84859742702
Analytical integration; Discretizations; Meshless local Petrov-Galerkin; Moving least squares; Poroelastodynamics; Shape functions; Galerkin methods; Least squares approximations; Partial differential equations; Porous materials; Time domain analysis,8,2-s2.0-84859069109
Chromium Powder; Finite element models; Laser powder deposition; Laser powders; Laser power; Laser-material interactions; Lateral nozzle; Melt pool; Model estimates; Multi-physics; Multiphysics simulations; Numerical studies; Operational parameters; Powder mass flow; Process parameters; Quasi-stationary; Scanning speed; Temperature variables; Thermo-capillary forces; Chromium; Deposits; Finite element method; Geometry; Physical properties; Thermal conductivity; Lakes,8,2-s2.0-84866953995
Convergence rates; Discrete equations; Ellipticity condition; High bulk modulus; High-order; Hyperelastic problems; Inf-sup condition; Inf-sup conditions; Jacobi polynomials; Large deformation analysis; Large deformations; Large-strain analysis; Locking-free; Mixed element; Mixed formulations; Nearly incompressible; Nonlinear elasticity; Projection method; Singular solutions; Spectral/hp element method; Spectral/hp elements; Test problem; Volume locking; Deformation; Elasticity; Polynomials; Coercive force,8,2-s2.0-84855767337
Continuous measurements; Continuous time; Control inputs; Distinguishability; Dwell time; Geometric characterization; Invariant subspace; State trajectory; Switched linear system; Switched system; Switching signals; Technical notes; Unknown disturbance; Unknown inputs; Geometry; Hybrid systems; Switching systems; Observability,8,2-s2.0-84857758465
Alpha parameters; Asymptotic convergence; Best model; End-to-end connections; Fair bandwidth allocation; File sizes; Finite-time convergence; Fluid models; Fluid stability; Heavy-tailed distribution; Network simulation; Network stability; Network utility; Packet level; Partial differential; Phase-type distribution; Queueing system; Rate allocation; Stochastic process; Stochastic stability; Computer networks; Dynamics; Internet; Lyapunov functions; Lyapunov methods; Partial differential equations; Plasma flow; Random processes; Size distribution; Stochastic systems; Computer simulation,8,2-s2.0-84857760457
Analytical results; Biological reactor; Continuous bioreactors; Dilution rate; dynamical analysis; Dynamical behaviours; Haldane; Kinetic functions; Limit cycle; Open-loop configuration; Operation regime; oscillations; Smooth functions; Specific growth rate; State variables; Substrate concentrations; Two dimensional model; Bifurcation (mathematics); Bioconversion; Bioreactors; Two dimensional; State feedback,8,2-s2.0-84857226994
Computational experiment; Computational results; Computer time; Constructive heuristics; Directed graphs; Generalized minimum spanning tree problems; Generation algorithm; GRASP; Improvement mechanism; Iterated local search; Lower bounds; Metaheuristic; Minimal cost; Minimum spanning trees; Multipartite graph; Path relinking; Pre-processing; Set of rules; Parallel architectures; Plant extracts; Strategic materials; Trees (mathematics),8,2-s2.0-80255138193
"Bottleneck; Diverge bottleneck; Freeway traffic; Limited capacity; Local networks; Off-ramp; Off-ramps; Remaining capacity; Santiago , Chile; Stationary conditions; Surface streets; Urban freeways; Weaving section; Highway planning; Highway traffic control; Queueing theory; Traffic congestion; mitigation; modeling; strategic approach; traffic congestion; traffic management; transportation planning; urban planning; urban transport; Chile; Metropolitana",8,2-s2.0-80054780662
Design parameters; Field-based approach; Geometric invariance; Limit surface; Planar robots; Redundancy resolution; Redundant robot; Robot model; Robotic systems; Sliding modes; Variable structures; Collision avoidance; Computer simulation; Machine design; Redundancy; Robotics; Robots,8,2-s2.0-80955130855
"antioxidant; caffeine; Ilex paraguariensis extract; nutraceutical; plant extract; polyphenol derivative; preservative; probiotic agent; unclassified drug; xanthine derivative; caffeine; plant extract; polyphenol; antioxidant activity; article; bacterial strain; beverage; consumer; controlled study; drug determination; fermentation optimization; fermented product; functional food; honey; human; hypocholesterolemia; Ilex paraguariensis; Lactobacillus acidophilus; liver protection; nonhuman; sensory analysis; shelf life; analysis; beverage; chemistry; diet supplementation; fermentation; growth, development and aging; high performance liquid chromatography; metabolism; pH; plant leaf; Ilex paraguariensis; Lactobacillus acidophilus; Antioxidants; Beverages; Caffeine; Chromatography, High Pressure Liquid; Dietary Supplements; Fermentation; Hydrogen-Ion Concentration; Ilex paraguariensis; Lactobacillus acidophilus; Plant Extracts; Plant Leaves; Polyphenols; Probiotics; Xanthines",8,2-s2.0-84856262435
"acetic acid ethyl ester; antioxidant; antiulcer agent; cimetidine; flavonoid; glutathione peroxidase; glutathione reductase; Indigofera truxillensis extract; lansoprazole; plant extract; prostaglandin; superoxide dismutase; unclassified drug; water; alcohol; antioxidant; antiulcer agent; glutathione peroxidase; glutathione reductase; nitric oxide; plant extract; prostaglandin; protective agent; superoxide dismutase; thiol derivative; amino acid synthesis; animal experiment; animal model; animal tissue; antioxidant activity; antiulcerogenic acitivity; article; cell protection; controlled study; dose response; drug activity; drug dose comparison; drug effect; enzyme activity; Indigofera; Indigofera truxillensis; male; mucus secretion; nonhuman; plant leaf; rat; reperfusion injury; stomach acid secretion; stomach juice; stomach lesion; stomach ulcer; ulcer healing; upregulation; animal; biosynthesis; chemically induced; chemistry; disease model; drug effects; metabolism; metabolome; metabolomics; pathology; secondary metabolism; stomach mucosa; stomach ulcer; wound healing; Animals; Anti-Ulcer Agents; Antioxidants; Disease Models, Animal; Ethanol; Gastric Juice; Gastric Mucosa; Glutathione Peroxidase; Glutathione Reductase; Indigofera; Male; Metabolome; Metabolomics; Nitric Oxide; Plant Extracts; Prostaglandins; Protective Agents; Rats; Reperfusion Injury; Secondary Metabolism; Stomach Ulcer; Sulfhydryl Compounds; Superoxide Dismutase; Wound Healing",8,2-s2.0-84870665007
Coupled partial differential equations; Industrial scale; Mathematical modeling; Simulation; Super-critical; Algorithms; Atmospheric composition; Carbon dioxide; Effluent treatment; Packed beds; Partial differential equations; Supercritical fluids; Supercritical fluid extraction,8,2-s2.0-80053927075
Biochemical process; Bioprocesses; Design parameters; Hankel matrix; Industrial scale; Operating points; Operating regimes; Phenomenological models; Process scaling; Scaling; Control theory; Ethanol; Glucose; Matrix algebra; Process control,8,2-s2.0-84855378564
Boundary displacements; Constitutive relations; Experimental evidence; High strain rates; Impact and blast loadings; Inhomogeneous materials; Non-homogeneous material; Rate effects; Concretes; Damage detection; Finite difference method; Fracture; Fracture mechanics; Strength of materials; Stress-strain curves; Tensile strength; Uncertainty analysis; Strain rate,8,2-s2.0-84891022874
Connected component; Data delivery; Destination nodes; End to end delay; Extensive simulations; Integrated routing; Interest-driven routing; Multicast flow; Multicast routing; Multicasts; Regions of interest; Unicast; Unicast routing; Integration; Multicasting; Routing algorithms; Routing protocols; Mobile ad hoc networks,8,2-s2.0-84655176528
Anosov flows; average shadowing; Computer applications; Dynamical systems; Three dimensional,8,2-s2.0-84860698141
bottom-up induction; clustering; Hybrid intelligent system; Oblique decision tree; SVM; Clustering algorithms; Decision trees; Gene expression; Intelligent systems; Support vector machines; Systems analysis; Trees (mathematics); Data mining,8,2-s2.0-84857523718
Auto-regressive; Computational intelligence methods; Hybrid combining; Long memories; Long memory process; Long-memory; Long-memory time series; Lower complexity; Memory requirements; Moving averages; Multi objective; Overfitting; Predictive models; Runtimes; Search method; Seasonality; Stationarity; Statistical models; Temporal dependence; Time series forecasting; Time-periods; Artificial intelligence; Forecasting; Time series; Genetic programming,8,2-s2.0-81255171514
,8,2-s2.0-84855689012
Evidence Based Software Engineering; Research questions; Systematic literature review; Text mining; Time spent; Software engineering; Research,8,2-s2.0-84858719126
Average numbers; Block scheduling; Delay reduction; IMT-advanced; Macro-cellular environment; Resource assignment; resource block organization; Time reduction; Mathematical models; Scheduling; Electrical engineering,8,2-s2.0-82155172914
Canonical process; Cognitive activities; Ethnographic study; Individual agent; Joint cognitive systems; Representations; Aircraft accidents; Speed; Systems engineering; Takeoff; Cognitive systems,8,2-s2.0-80054110217
"Genomic distance; Insertions and deletions; Linear-time algorithms; Lower bounds; Orthology; Genes; algorithm; article; biological model; genetic marker; genome; genomics; human; indel mutation; methodology; Algorithms; Genetic Markers; Genome; Genomics; Humans; INDEL Mutation; Models, Genetic",8,2-s2.0-80053523144
Classical approach; Distance functions; Double cut and joins; Evolutionary aspects; Genome rearrangements; Genomic distance; Insertions and deletions; Polynomial-time algorithms; Genes,8,2-s2.0-80053517192
Bidirectional power flow; Control strategies; DC link voltage control; Grid current; Number of switches; Power conversion; Power switches; Pulse width modulation converters; Static power converters; Synchronization technique; three-phase electric power; Three-phase four-wire; Electric potential; Electric switches; Power converters; Pulse width modulation; Wire; DC power transmission,8,2-s2.0-80052359801
