EID,Cited by,Index Keywords,DOI,Link,,,,"SUBJAREA ( econ )  AND  ( PUBYEAR  <  2016  AND  PUBYEAR  >  2010 )  AND  ( LIMIT-TO ( SRCTYPE ,  ""j"" ) )"
2-s2.0-84858678520,42,,10.1086/661528,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858678520&partnerID=40&md5=788da95f8c0657e1c71b98f39d06db79,,,,
2-s2.0-84856337485,42,Asymptotically optimal; Averaging method; Conditional means; Cross validation; Efficiency gain; Expected squared errors; Heteroskedasticity; Model averaging; Model Selection; Model uncertainties; Monte Carlo Simulation; Estimation; Monte Carlo methods; Uncertainty analysis; Computer simulation,10.1016/j.jeconom.2011.06.019,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856337485&partnerID=40&md5=c4a72c370f30f73be8aaab6c6700278c,,,,
2-s2.0-84858681874,42,,10.1177/0894486511418489,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858681874&partnerID=40&md5=7b534bb877d4b26b5224bad8da757415,,,,
2-s2.0-84855486957,42,,10.1016/j.jfineco.2011.10.013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855486957&partnerID=40&md5=0a02cc8dd948b18acfcb1bb7140215d6,,,,
2-s2.0-84855986210,42,Integrated inventory model; Lead time reduction; Single buyer; Single vendor; Variable production rate; Cost reduction; Integration; Inventory control; Sales; Stochastic systems; Stochastic models,10.1016/j.ijpe.2011.09.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855986210&partnerID=40&md5=a773fc830492e25dd9fbc5d9acb45d57,,,,
2-s2.0-84858624018,42,Cobenefits; Coordination; Industrial ecology; Industrial symbiosis; Policy analysis; Byproducts; Economics; Industry; industrial ecology; policy analysis; theoretical study,10.1111/j.1530-9290.2011.00437.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858624018&partnerID=40&md5=36d8868f9b98f27c455f0e675e74ea97,,,,
2-s2.0-84855998623,42,,10.1086/662143,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855998623&partnerID=40&md5=1c9978f3ba5299d7b4b88b329ba28e46,,,,
2-s2.0-81055140329,42,,10.1016/j.jfineco.2011.01.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-81055140329&partnerID=40&md5=9333cc387b613052cbc3746514b6a71d,,,,
2-s2.0-80855134774,42,agricultural development; agricultural production; economic development; investment; irrigation; poverty alleviation; rainfed agriculture; rural area; rural economy; socioeconomic conditions; sustainability; Africa,10.1016/j.foodpol.2011.09.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80855134774&partnerID=40&md5=e404c5514876dbfc295825b0921b0307,,,,
2-s2.0-84855379535,42,,10.1257/pol.3.4.148,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855379535&partnerID=40&md5=7deb772d50ffffa723a060c4c728b311,,,,
2-s2.0-80053219506,42,,10.1111/j.1542-4774.2011.01024.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053219506&partnerID=40&md5=42c6c6ba3d7d40e4c77ec90c1618f460,,,,
2-s2.0-82955194571,42,industrial competition; labor relations; panel data; performance assessment; sport,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-82955194571&partnerID=40&md5=f1e50b3c7f73e631d52c57dbf4d63f94,,,,
2-s2.0-80053272717,42,,10.1111/j.1540-6520.2011.00455.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053272717&partnerID=40&md5=6aaff102f0a83f6cc6b4ed3b7576c91b,,,,
2-s2.0-80052252210,42,energy market; gas production; hydraulic fracture; liquefied natural gas; price dynamics; shale; United States,10.1093/oxrep/grr004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052252210&partnerID=40&md5=076a04d4a08629f450988f2b8b4dd006,,,,
2-s2.0-80052303004,42,,10.1016/j.accfor.2011.06.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052303004&partnerID=40&md5=799b52270c1854b2cc396ad01cbe604b,,,,
2-s2.0-79960766111,42,,10.1111/j.1468-5965.2010.02161.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960766111&partnerID=40&md5=3229c11cb92688cc8f368ccf20255dbc,,,,
2-s2.0-79957675664,42,Collaborative utility; Computational experiment; Decision method; Decision problems; Different services; Multi objective; Multi objective algorithm; Multi-services; Multiobjective models; NP-hard; Service outsourcing; Supplier selection; Algorithms; Lakes; Multiobjective optimization; Tabu search; Outsourcing,10.1016/j.ijpe.2011.04.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957675664&partnerID=40&md5=ca5ae9af2ed1b13ded038ff615bf5acb,,,,
2-s2.0-79960600885,42,economic growth; educational attainment; growth rate; heterogeneity; leadership; political power,10.1111/j.1468-0297.2011.02448.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960600885&partnerID=40&md5=70fa1917cd774b0f6828e5584a51902a,,,,
2-s2.0-79957957446,42,,10.1016/j.jfineco.2011.03.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957957446&partnerID=40&md5=e99ca2a36147ffed9f137d306509a5c3,,,,
2-s2.0-79961170990,42,,10.1016/j.joep.2011.02.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961170990&partnerID=40&md5=cbb059e6e755b80c028ce5a46f3096c9,,,,
2-s2.0-79954611259,42,,10.1016/j.insmatheco.2011.01.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954611259&partnerID=40&md5=1e98fb52a57034f15f47c796e681e020,,,,
2-s2.0-79959358967,42,,10.1509/jmkg.75.4.53,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959358967&partnerID=40&md5=d8a646cf3d7251a80be3a4a12b295c40,,,,
2-s2.0-79956214399,42,,10.1016/j.econmod.2011.03.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956214399&partnerID=40&md5=2ddb0997e262e7e1c6438be0ed4ccb84,,,,
2-s2.0-79958744432,42,,10.1198/jbes.2010.08110,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958744432&partnerID=40&md5=f18078ff0ed84a4e47727c1d0e328a9c,,,,
2-s2.0-79958141102,42,,10.1177/0149206310393520,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958141102&partnerID=40&md5=6e4ef0d3cbc3b456cf5c4bf3dec2f82b,,,,
2-s2.0-79958084494,42,,10.1111/j.1467-9663.2011.00661.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958084494&partnerID=40&md5=7217bcd21c8b40042d92ffc28cd5a097,,,,
2-s2.0-79959903386,42,,10.1257/aer.101.4.1238,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959903386&partnerID=40&md5=99dc5750e9bb8a6ecef0245ee45a72f4,,,,
2-s2.0-79955455991,42,,10.1086/658339,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955455991&partnerID=40&md5=19c51259ae982eec74de8ea7625c28f7,,,,
2-s2.0-79959891260,42,,10.1257/aer.101.4.1410,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959891260&partnerID=40&md5=3981253bad7fd1d9899129f4f60d8008,,,,
2-s2.0-79956217314,42,Geographic proximity; Industrial activities; Industrial symbiosis; Key characteristics; NISP; Quantitative information; Resource efficiencies; Resource efficiency; Resource reuse; Statistical analysis; Symbiotic relationship; United kingdom; Waste stream; Recycling; Regional planning; Waste management; Industry; industrial waste; methodology; recycling; regional planning; resource assessment; statistical analysis; access to information; article; controlled study; economic aspect; environmental impact assessment; evidence based medicine; geographic distribution; industrial waste; medical literature; public-private partnership; publication; recycling; strategic planning; United Kingdom; waste management; United Kingdom,10.1016/j.resconrec.2011.02.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956217314&partnerID=40&md5=76f6809afa174d94286f2cbc68e1fa59,,,,
2-s2.0-79953320213,42,,10.1111/j.1468-5965.2010.02147.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953320213&partnerID=40&md5=dc4d3ee7e27eb1170a973e26f6ec0ca4,,,,
2-s2.0-79957449695,42,,10.1162/REST_a_00078,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957449695&partnerID=40&md5=51c39ef632473672c1316a84809c88c4,,,,
2-s2.0-79957469948,42,,10.1162/REST_a_00082,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79957469948&partnerID=40&md5=8d395d168dae5750d2c5563ce55b6dff,,,,
2-s2.0-79953305123,42,advertising; competitiveness; marketing; numerical model; perception; product development,10.1093/restud/rdq016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953305123&partnerID=40&md5=5885c7fd0cde472686037c27c2bea951,,,,
2-s2.0-79953305107,42,banking; central bank; credit provision; financial crisis; income; lending behavior; Europe; United States,10.1111/j.1468-0327.2011.00261.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953305107&partnerID=40&md5=64dd52d235a4da03817f4f96aada3dc8,,,,
2-s2.0-79952192875,42,,10.1007/s11127-010-9601-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952192875&partnerID=40&md5=6b592594cf297569408eccdf8e1e8ada,,,,
2-s2.0-79956195665,42,Container terminal; Container terminal operation; Environmentally friendly operations; Firm performance; Green management practice; Hutchison; Key elements; Management practices; Management support; Supply chain partners; Benchmarking; Containers; Management science; Port terminals; Profitability; Railroad yards and terminals; Supply chain management; Supply chains; Industry; container terminal; cost-benefit analysis; firm size; industrial performance; management practice; operations technology; profitability; article; container terminal industry; cooperation; economic development; economic evaluation; environmental management; environmental protection; environmental sustainability; exploratory research; good manufacturing practice; government regulation; green chemistry; green management practice; industrial production; industry; information processing; organizational development; organizational structure; pollution control; profit; social marketing; sustainable development; theoretical model,10.1016/j.resconrec.2010.12.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956195665&partnerID=40&md5=22c515c79ad4257fc5f5358eefc805f8,,,,
2-s2.0-79952193391,42,,10.1016/j.red.2009.12.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952193391&partnerID=40&md5=505ed44b5f07be7ce53d30728ef10c68,,,,
2-s2.0-78649946793,42,,10.1016/j.jcorpfin.2010.07.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649946793&partnerID=40&md5=ff0ad7333667a23772007170056c7f5b,,,,
2-s2.0-77958015050,42,Chaos; Discrete dynamical system; Flip bifurcation; Neimark-Sacker bifurcation; Period doubling bifurcation; Predator - Prey system; Bifurcation (mathematics); Chaotic systems; Feedback control; Orbits; System stability; Control system stability,10.1016/j.nonrwa.2010.06.026,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958015050&partnerID=40&md5=ba7acb26545874778e3062cce7b9ac6f,,,,
2-s2.0-79955396913,42,"environmental protection; health impact; investment; property rights; rural area; spring water; valuation; water pollution; water quality; welfare impact; article; economics; education; ethnology; financial management; government; history; Kenya; legal aspect; public health; sanitation; water pollutant; water supply; Financing, Government; Government Programs; History, 20th Century; History, 21st Century; Kenya; Public Facilities; Public Health; Water Pollutants; Water Supply; Kenya",10.1093/qje/qjq010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955396913&partnerID=40&md5=abbb5217da27cee86ba85ef545b88f07,,,,
2-s2.0-79952341990,42,,10.1509/jmkg.75.1.31,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952341990&partnerID=40&md5=9a1fb6c4823b38004ce778d7134f6e2c,,,,
2-s2.0-77956903410,42,decision making; environmental research; fishery management; knowledge; marine policy; participatory approach; stakeholder; Europe,10.1016/j.marpol.2010.07.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956903410&partnerID=40&md5=3732acdffd86ad4d1aa73e1106e109c8,,,,
2-s2.0-84909943280,41,income distribution; poverty; social status; socioeconomic status; United States,10.1093/qje/qju022,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909943280&partnerID=40&md5=9fe0f625e4041643ee56136e6b28ba77,,,,
2-s2.0-84894231741,41,,10.1016/j.jimonfin.2013.08.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894231741&partnerID=40&md5=b49b3898401f9cfe21d05c234cec0268,,,,
2-s2.0-84897585048,41,,10.1111/etap.12087,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897585048&partnerID=40&md5=fb7cf480da9a1f6188a359473cb7fdba,,,,
2-s2.0-84890856880,41,climate change; conflict management; deforestation; degradation; forest management; land tenure; property rights; Brazil; Cameroon; Indonesia; Tanzania; Viet Nam,10.1016/j.worlddev.2013.01.013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890856880&partnerID=40&md5=3e4072ac9a81dacb289c018b9bfdf326,,,,
2-s2.0-84893118487,41,,10.1111/jmcb.12094,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893118487&partnerID=40&md5=d71497300a87c81c6e289cd53caad8e2,,,,
2-s2.0-84899829256,41,,10.1016/j.ecolecon.2014.04.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899829256&partnerID=40&md5=a5160242f2b6dfde476dea2fc7be536c,,,,
2-s2.0-84878148273,41,,10.1111/jofi.12018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878148273&partnerID=40&md5=c928922303572110b7e4ac5dcef163be,,,,
2-s2.0-84886429249,41,Behavioural factors; Decision makers; Ecological concepts; Green supply chain management; Human behaviours; Interpretive structural modelling (ISM); Mining supplies; Structural modelling; Social sciences; Supply chain management; decision making; implementation process; management practice; mining industry; article; community program; conceptual framework; decision making; environmental management; factorial analysis; green chemistry; green supply chain management; mining; research; social aspect; social behavior; statistical model,10.1016/j.resconrec.2013.03.006,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886429249&partnerID=40&md5=5f3a76042f87ced96d8571a41a8897aa,,,,
2-s2.0-84876317286,41,,10.1016/j.jfineco.2012.11.007,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876317286&partnerID=40&md5=aed8189d2ae1e8e1ba64d77527f8e9e8,,,,
2-s2.0-84878585004,41,,10.1007/s10551-012-1360-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878585004&partnerID=40&md5=1dd67436dc232480dd8c68144b3789b0,,,,
2-s2.0-84877628239,41,economic conditions; Gross Domestic Product; immigration policy; international migration; tourist destination,10.1016/j.jdeveco.2012.12.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877628239&partnerID=40&md5=129a4549431698db5d66785a13a47c25,,,,
2-s2.0-84876017931,41,,10.1007/s13132-012-0083-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876017931&partnerID=40&md5=bb8e01cd569355fc16de80a49d370daf,,,,
2-s2.0-84872739532,41,,10.1093/rfs/hhs097,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872739532&partnerID=40&md5=edb1f3d9c61a9490a29fb1889520cabc,,,,
2-s2.0-84876956796,41,,10.1007/s11127-011-9871-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876956796&partnerID=40&md5=01670e9d2c71157f925b6303984aca31,,,,
2-s2.0-84872198056,41,,10.1257/mac.5.1.49,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872198056&partnerID=40&md5=98036f93c0283e1ee371f6ee6370d3bc,,,,
2-s2.0-84875239264,41,,10.1016/j.jmoneco.2012.12.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875239264&partnerID=40&md5=8c8e30338a98b2f5045dd6422fc60e4d,,,,
2-s2.0-84872236312,41,,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872236312&partnerID=40&md5=0ac829357f6be3fcfd35cf7b0b858584,,,,
2-s2.0-84875867271,41,,10.1162/REST_a_00210,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84875867271&partnerID=40&md5=f9ba00f88724aed0f6d674813ee20c52,,,,
2-s2.0-84861824095,41,,10.1257/aer.102.7.3749,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861824095&partnerID=40&md5=b1951c21b1415f34960aaebf365bb64d,,,,
2-s2.0-84866142587,41,,10.1016/j.jwb.2012.01.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866142587&partnerID=40&md5=e1397fe42496428525364fe35e220699,,,,
2-s2.0-84865649088,41,Confirmatory factor analysis; Fit assessment; Model size; Sample sizes; Structural equation modeling; Computer simulation; Factor analysis; Probability distributions; Sampling; Covariance matrix,10.1080/10705511.2012.634724,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865649088&partnerID=40&md5=356c2f3d1dd38c17d09f530e75f8645e,,,,
2-s2.0-84870478383,41,,10.2308/accr-50192,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870478383&partnerID=40&md5=fd19031e3d8a0b1a0861f7cae1d06acf,,,,
2-s2.0-84865436188,41,,10.1007/s10797-012-9236-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865436188&partnerID=40&md5=7f1ca5e13f2a4453354446126cf08ff1,,,,
2-s2.0-84864487874,41,,10.1093/rfs/hhs056,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84864487874&partnerID=40&md5=1d1647b58407422323463b0ce2f09542,,,,
2-s2.0-84863713125,41,,10.1509/jim.11.0105,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863713125&partnerID=40&md5=e1345020572aa88a59432086cb72c31b,,,,
2-s2.0-84862191504,41,Agricultural commodities; Exchange rates; Oil Prices; Panel causality; Panel cointegration; Agricultural products; Costs; agricultural price; cointegration analysis; commodity price; Granger causality test; oil supply; price dynamics; United States,10.1016/j.eneco.2011.09.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862191504&partnerID=40&md5=e934185d1db753cf33cb436e944aa742,,,,
2-s2.0-84655160894,41,Basic reproduction number; CTL response; Cytotoxic; Global dynamics; Globally asymptotically stable; HAM/TSP; HTLV-I infection; Human T Cells; Immune response; In-vivo; Lyapunov functionals; Mathematical analysis; Myelopathy; Periodic oscillation; T cells; Threshold parameters; Viral infections; Cells; Cytotoxicity; Dynamics; Hopf bifurcation; Lyapunov functions; Time delay; Viruses; Mathematical models,10.1016/j.nonrwa.2011.02.026,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84655160894&partnerID=40&md5=814a9310f68af3365176eaef81d50fa8,,,,
2-s2.0-84867759961,41,,10.1257/jep.26.3.157,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867759961&partnerID=40&md5=3f1d75bcc890752cb9436c5e5ee6bbf1,,,,
2-s2.0-82055172802,41,coastal zone management; ecosystem management; environmental protection; future prospect; institutional framework; marine park; Atlantic Ocean; Atlantic Ocean (East),10.1016/j.marpol.2011.11.003,https://www.scopus.com/inward/record.uri?eid=2-s2.0-82055172802&partnerID=40&md5=df410eb2276c2a0db28f1e03fb47582c,,,,
2-s2.0-84859699888,41,China; Learning curves; Learning-by-doing; Learning-by-searching; Technology adoption; Costs; Electric utilities; Estimation; Manufacture; Supply chains; Technology transfer; Wind turbines; Wind power; economic growth; economy of scale; energy policy; learning; manufacturing; price dynamics; technology adoption; technology transfer; wind farm; wind power; wind turbine; China,10.1016/j.eneco.2011.06.008,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859699888&partnerID=40&md5=b28a4b0cf7409327631b3540be9ed79b,,,,
2-s2.0-84870602292,41,,10.2308/accr-10211,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870602292&partnerID=40&md5=8ed42fcd6dc3f77cc8e7dd551efcfb75,,,,
2-s2.0-84859937103,41,aging; education; household survey; human capital; retirement; Europe,10.1016/j.euroecorev.2012.03.004,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859937103&partnerID=40&md5=5abb6f6d330e9f58b778f2b30d874b1a,,,,
2-s2.0-84857802318,41,accuracy assessment; benchmarking; commodity; consumption behavior; expenditure; poverty; spatial analysis; temporal analysis; Tanzania,10.1016/j.jdeveco.2011.11.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857802318&partnerID=40&md5=455231342abf4035000db076c2a8cda0,,,,
2-s2.0-84862789911,41,,10.1007/s10660-012-9089-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862789911&partnerID=40&md5=c4ee8010a8daa0d45d6d7c93a42b1df5,,,,
2-s2.0-84861919317,41,,10.1509/jm.10.0033,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861919317&partnerID=40&md5=af2ee0b68f55b8403201822c4566f475,,,,
2-s2.0-84870612136,41,,10.2308/accr-10257,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870612136&partnerID=40&md5=565ebb8883ca7604442d42620c3fc90e,,,,
2-s2.0-84859727675,41,Business opportunities; Clean air; Congestion; DEA; Desirable outputs; Electric power; Electric power industries; Empirical studies; Environmental assessment; Environmental strategy; Input vector; Japanese firms; Japanese industry; Manufacturing firms; Manufacturing industries; Policy implications; Technology innovation; Carbon dioxide; Data envelopment analysis; Disposability; Electric industry; Engineering research; Environmental management; Environmental regulations; Innovation; Managers; Manufacture; Public policy; Technology; Vectors; Economic analysis; carbon dioxide; carbon emission; data envelopment analysis; electrical power; electricity industry; environmental assessment; innovation; manufacturing; technological change; Japan,10.1016/j.eneco.2011.10.018,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859727675&partnerID=40&md5=dc017891b1cd648d67f50a48a8d8c063,,,,
2-s2.0-84858425984,41,,10.1111/j.1467-985X.2011.01027.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858425984&partnerID=40&md5=41bc3457b821321d1ca2113c2464d74a,,,,
2-s2.0-84859141611,41,,10.1111/j.1540-6261.2012.01727.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84859141611&partnerID=40&md5=b9b3649ba87168d0cb9313b055256234,,,,
2-s2.0-84858653421,41,,10.1111/j.1745-6606.2011.01219.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84858653421&partnerID=40&md5=46c60bab5b22b6262bc76e07c2403b8e,,,,
2-s2.0-84856230510,41,,10.1016/j.econmod.2011.10.016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856230510&partnerID=40&md5=5c9570a5b75462186e559adc9490811c,,,,
2-s2.0-84155167764,41,Child labor; Clothing industry; Grey approach; Human rights; India; Supplier Evaluations; Sustainability criteria; Textile supply chain; Working hours; Competition; Employment; Manufacture; Pollution; Supply chains; Sustainable development; Textile processing; Textiles; Textile industry,10.1016/j.ijpe.2011.06.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84155167764&partnerID=40&md5=d4690218d634a4cc04a098b967e8fb0e,,,,
2-s2.0-81055156941,41,,10.1016/j.jfineco.2011.04.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-81055156941&partnerID=40&md5=147a75b645213ef4a747abc6b30072d2,,,,
2-s2.0-84855704038,41,,10.1057/jibs.2011.42,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84855704038&partnerID=40&md5=d646870afcfbc1ff7d9ea7901a89ef01,,,,
2-s2.0-83755224380,41,,10.1257/aer.101.7.3427,https://www.scopus.com/inward/record.uri?eid=2-s2.0-83755224380&partnerID=40&md5=0f9204299048517f8ee0171a190ca121,,,,
2-s2.0-83755185484,41,,10.1257/aer.101.7.3308,https://www.scopus.com/inward/record.uri?eid=2-s2.0-83755185484&partnerID=40&md5=7e324452d3f8e4b3176212fa3497806c,,,,
2-s2.0-78751578182,41,,10.1007/s10490-009-9180-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-78751578182&partnerID=40&md5=4ec39ef87a50c896ff71920badad1127,,,,
2-s2.0-84857382144,41,accountability; democracy; election; electoral system; modeling; theoretical study,10.1093/qje/qjr038,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857382144&partnerID=40&md5=251598bf71094e6c3848400ffdc1611e,,,,
2-s2.0-80755172222,41,Business cycles; Carbon markets; Carbon price; Carbon pricing; Economic activities; Economic activity; Economic expansion; Energy dynamics; Energy markets; Energy prices; EU emissions; European Union; Hamiltons; Industrial production; IT impact; Markov-switching model; Price formation; Two-state; Commerce; Economics; Costs; carbon; economic activity; emissions trading; energy market; forecasting method; macroeconomics; Markov chain; numerical model; price dynamics,10.1016/j.eneco.2011.07.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80755172222&partnerID=40&md5=b88c41dcd2fadc35e90fdaf27ffb4dd3,,,,
2-s2.0-80052143709,41,,10.1016/j.jbankfin.2011.03.012,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052143709&partnerID=40&md5=74e9c93923496038aa2101b47bb6e5f1,,,,
2-s2.0-80053906918,41,,10.1007/s10551-011-0877-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053906918&partnerID=40&md5=f3677b20001efd10e32aadc03a46e999,,,,
2-s2.0-80055043618,41,,10.1108/09513571111184751,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80055043618&partnerID=40&md5=08c997997dd6cde2611e2f8fda74eada,,,,
2-s2.0-79961024479,41,,10.1016/j.jpubeco.2011.05.013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79961024479&partnerID=40&md5=589c1344998a12ad182d7a7ebd0ebbbc,,,,
2-s2.0-80051912165,41,,10.1177/0149206310387675,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80051912165&partnerID=40&md5=74930960cc235efa378cd394c63e14d7,,,,
2-s2.0-79960407031,41,,10.1016/j.jfineco.2011.03.013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960407031&partnerID=40&md5=e6a17eec585a7c669943c6b99d48b25e,,,,
2-s2.0-80052606859,41,,10.1108/02651331111167624,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052606859&partnerID=40&md5=170fbe7dc19de99c38038638864c4004,,,,
2-s2.0-79959819760,41,biophysics; carbon sequestration; ecosystem service; environmental assessment; environmental economics; land use change; land use planning; prairie; trade-off; valuation; North Dakota; Prairie Pothole Region; South Dakota; United States; Anatidae,10.1016/j.ecolecon.2011.04.010,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959819760&partnerID=40&md5=b1e92282ea7521c9d44dbadc9ebb2631,,,,
2-s2.0-80052292589,41,,10.1257/mic.3.3.86,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80052292589&partnerID=40&md5=ba097d0a56cf492cb5864fbe3472c256,,,,
2-s2.0-80053931889,41,,10.1162/REST_a_00085,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053931889&partnerID=40&md5=e5100fb9cb76d178e4defa5df7134c7e,,,,
2-s2.0-79958146910,41,,10.1177/0149206311408321,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958146910&partnerID=40&md5=d67af21d7bb70d5005476cbb00bd07df,,,,
2-s2.0-79960538041,41,economic growth; economic impact; education policy; Gross Domestic Product; OECD; policy reform; sensitivity analysis,10.1111/j.1468-0327.2011.00265.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960538041&partnerID=40&md5=b702c2474fe7e2fad41330511bed428c,,,,
2-s2.0-79958019718,41,Eco-efficiency; Ecological economics; Industrial ecology; Scale; Sustainability; Commerce; Ecology; Economics; Efficiency; Information use; Research; Sustainable development; Life cycle; assessment method; biophysics; ecological economics; economic analysis; emission; energy flow; industrial ecology; life cycle analysis; market system; research work; scale effect; sustainability; sustainable development,10.1111/j.1530-9290.2011.00337.x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958019718&partnerID=40&md5=d5ffddbf35de98011892586eb0a6c51c,,,,
2-s2.0-79954417450,41,Adverse effect; Competitive pressure; Customer demands; Economic modeling; Environmental innovations; Environmental investments; Environmental pressures; Environmentally sensitive; Environmentally-friendly; Sustainable operations; Customer satisfaction; Economic analysis; Industry; Investments; Pressure effects; Sales; Sustainable development,10.1016/j.ijpe.2011.01.020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954417450&partnerID=40&md5=f12e680fbbbe407316d8ebed3e6313f2,,,,
